Year,Units,Sex,Age,Region,County,Local Authority,Disability status,Ethnicity,Ethnic group,Employment status,GeoCode,Value
2016,Percentage (%),,,,,Staffordshire CC,,,,,E12000005,83.1
2016,Percentage (%),,,,,Stoke-on-Trent,,,,,E06000021,87.7
2016,Percentage (%),,,,,Telford and Wrekin,,,,,E06000020,93.6
2016,Percentage (%),,,,,Warwickshire,,,,,E12000005,90.8
2016,Percentage (%),,,,Worcestershire,,,,,,E10000034,87.3
2016,Percentage (%),,,West Midlands,,,,,,,E12000005,85.7
2016,Percentage (%),,,,,"Barnsley, Doncaster and Rotherham",,,,,,78.3
2016,Percentage (%),,,,,Bradford,,,,,E08000032,84.8
2016,Percentage (%),,,,,East Riding of Yorkshire,,,,,E06000011,89.2
2016,Percentage (%),,,,,Kingston upon Hull,,,,,E06000010,82.6
2016,Percentage (%),,,,,Leeds,,,,,E08000035,87.8
2016,Percentage (%),,,,,North and North East Lincolnshire,,,,,,89.5
2016,Percentage (%),,,,North Yorkshire,,,,,,E10000023,84.2
2016,Percentage (%),,,,,Sheffield,,,,,E08000019,88.4
2016,Percentage (%),,,,,York,,,,,E06000014,87.1
2016,Percentage (%),,,Yorkshire and the Humber,,,,,,,,85.9
2016,Percentage (%),,,,,,Equality Act disabled,,,,,71.0
2016,Percentage (%),,,,,,Not Equality Act disabled,,,,,92.9
2016,Percentage (%),,,,,,,Asian/Asian British,Bangladeshi,,,86.5
2016,Percentage (%),,,,,,,Black/African/Caribbean/Black British,,,,90.5
2016,Percentage (%),,,,,,,Asian/Asian British,Chinese,,,96.4
2016,Percentage (%),,,,,,,Asian/Asian British,Indian,,,88.9
2016,Percentage (%),,,,,,,Mixed/multiple ethnic groups,,,,95.4
2016,Percentage (%),,,,,,,Asian/Asian British,Any other Asian background,,,92.7
2016,Percentage (%),,,,,,,Other ethnic group,,,,94.2
2016,Percentage (%),,,,,,,Asian/Asian British,Pakistani,,,88.1
2016,Percentage (%),,,,,,,White,,,,87.4
2016,Percentage (%),,,,,,,,,Employed,,97.7
2016,Percentage (%),,,,,,,,,Government employment & training programmes,,92.5
2016,Percentage (%),,,,,,,,,Inactive,,83.4
2016,Percentage (%),,,,,,,,,Retired,,58.9
2016,Percentage (%),,,,,,,,,Self-employed,,95.8
2016,Percentage (%),,,,,,,,,Student,,99.2
2016,Percentage (%),,,,,,,,,Unemployed,,96.0
2016,Percentage (%),,,,,,,,,Unpaid family worker,,89.0
2016,Percentage (%),,,,,,,,,,,87.9
2017,Percentage (%),Female,16 to 24,,,,,,,,,99.2
2017,Percentage (%),Female,25 to 34,,,,,,,,,99.1
2017,Percentage (%),Female,35 to 44,,,,,,,,,98.5
2017,Percentage (%),Female,45 to 54,,,,,,,,,96.3
2017,Percentage (%),Female,55 to 64,,,,,,,,,90.2
2017,Percentage (%),Female,65 to 74,,,,,,,,,76.0
2017,Percentage (%),Female,75 and over,,,,,,,,,35.4
2017,Percentage (%),Female,,,,,,,,,,87.6
2017,Percentage (%),Male,16 to 24,,,,,,,,,99.1
2017,Percentage (%),Male,25 to 34,,,,,,,,,99.1
2017,Percentage (%),Male,35 to 44,,,,,,,,,98.3
2017,Percentage (%),Male,45 to 54,,,,,,,,,96.0
2017,Percentage (%),Male,55 to 64,,,,,,,,,89.9
2017,Percentage (%),Male,65 to 74,,,,,,,,,79.1
2017,Percentage (%),Male,75 and over,,,,,,,,,47.2
2017,Percentage (%),Male,,,,,,,,,,90.2
2017,Percentage (%),,16 to 24,,,,Equality Act disabled,,,,,97.1
2017,Percentage (%),,16 to 24,,,,Not Equality Act disabled,,,,,99.5
2017,Percentage (%),,16 to 24,,,,,,,,,99.2
2017,Percentage (%),,25 to 34,,,,Equality Act disabled,,,,,96.9
2017,Percentage (%),,25 to 34,,,,Not Equality Act disabled,,,,,99.4
2017,Percentage (%),,25 to 34,,,,,,,,,99.1
2017,Percentage (%),,35 to 44,,,,Equality Act disabled,,,,,94.8
2017,Percentage (%),,35 to 44,,,,Not Equality Act disabled,,,,,99.1
2017,Percentage (%),,35 to 44,,,,,,,,,98.4
2017,Percentage (%),,45 to 54,,,,Equality Act disabled,,,,,89.2
2017,Percentage (%),,45 to 54,,,,Not Equality Act disabled,,,,,97.9
2017,Percentage (%),,45 to 54,,,,,,,,,96.2
2017,Percentage (%),,55 to 64,,,,Equality Act disabled,,,,,80.4
2017,Percentage (%),,55 to 64,,,,Not Equality Act disabled,,,,,93.8
2017,Percentage (%),,55 to 64,,,,,,,,,90.0
2017,Percentage (%),,65 to 74,,,,Equality Act disabled,,,,,69.4
2017,Percentage (%),,65 to 74,,,,Not Equality Act disabled,,,,,82.2
2017,Percentage (%),,65 to 74,,,,,,,,,77.5
2017,Percentage (%),,75 and over,,,,Equality Act disabled,,,,,34.0
2017,Percentage (%),,75 and over,,,,Not Equality Act disabled,,,,,48.1
2017,Percentage (%),,75 and over,,,,,,,,,40.5
2017,Percentage (%),,,,,Derby,,,,,E06000015,87.4
2017,Percentage (%),,,,,East Derbyshire,,,,,E12000004,85.8
2017,Percentage (%),,,,,Leicester,,,,,E06000016,87.1
2017,Percentage (%),,,,,Leicestershire CC and Rutland,,,,,E12000004,88.2
2017,Percentage (%),,,,,Lincolnshire,,,,,E12000004,87.9
2017,Percentage (%),,,,,North Northamptonshire,,,,,E12000004,90.8
2017,Percentage (%),,,,Nottinghamshire,North Nottinghamshire,,,,,E10000024,82.2
2017,Percentage (%),,,,,Nottingham,,,,,E06000018,86.0
2017,Percentage (%),,,,,South and West Derbyshire,,,,,E12000004,89.6
2017,Percentage (%),,,,Nottinghamshire,South Nottinghamshire,,,,,E10000024,88.7
2017,Percentage (%),,,,,West Northamptonshire,,,,,E12000004,91.6
2017,Percentage (%),,,East Midlands,,,,,,,E12000004,87.8
2017,Percentage (%),,,,,Bedford,,,,,E06000055,88.5
2017,Percentage (%),,,,,Breckland and South Norfolk,,,,,E12000006,86.2
2017,Percentage (%),,,,,Cambridgeshire CC,,,,,E12000006,88.2
2017,Percentage (%),,,,,Central Bedfordshire,,,,,E06000056,93.4
2017,Percentage (%),,,,,Colchester,,,,,E07000071,88.3
2017,Percentage (%),,,,,Essex Thames Gateway,,,,,E12000006,90.0
2017,Percentage (%),,,,,Heart of Essex,,,,,E12000006,95.5
2017,Percentage (%),,,,,Hertfordshire,,,,,E12000006,91.3
2017,Percentage (%),,,,,Luton,,,,,E06000032,89.9
2017,Percentage (%),,,,,North and West Norfolk,,,,,E12000006,89.8
2017,Percentage (%),,,,,Norwich and East Norfolk,,,,,E12000006,88.4
2017,Percentage (%),,,,,Peterborough,,,,,E06000031,93.1
2017,Percentage (%),,,,,Southend-on-Sea,,,,,E06000033,88.4
2017,Percentage (%),,,,,Suffolk,,,,,E12000006,89.8
2017,Percentage (%),,,,,Thurrock,,,,,E06000034,90.5
2017,Percentage (%),,,,,West Essex,,,,,E12000006,95.0
2017,Percentage (%),,,East of England,,,,,,,E12000006,90.3
2017,Percentage (%),,,,,Barking  Dagenham and Havering,,,,,E12000007,92.2
2017,Percentage (%),,,,,Barnet,,,,,E09000003,87.6
2017,Percentage (%),,,,,Bexley and Greenwich,,,,,E12000007,93.6
2017,Percentage (%),,,,,Brent,,,,,E09000005,85.6
2017,Percentage (%),,,,,Bromley,,,,,E09000006,92.3
2017,Percentage (%),,,,,Camden and City of London,,,,,E12000007,91.8
2017,Percentage (%),,,,,Croydon,,,,,E09000008,93.2
2017,Percentage (%),,,,,Ealing,,,,,E09000009,93.8
2017,Percentage (%),,,,,Enfield,,,,,E09000010,88.2
2017,Percentage (%),,,,,Hackney and Newham,,,,,E12000007,93.0
2017,Percentage (%),,,,,Haringey and Islington,,,,,E12000007,95.0
2017,Percentage (%),,,,,Harrow and Hillingdon,,,,,E12000007,91.6
2017,Percentage (%),,,,,Hounslow and Richmond upon Thames,,,,,E12000007,93.9
2017,Percentage (%),,,,,Kensington  Chelsea and Hammersmith  Fulham,,,,,E12000007,95.6
2017,Percentage (%),,,,,Lambeth,,,,,E09000022,95.0
2017,Percentage (%),,,,,Lewisham and Southwark,,,,,E12000007,94.5
2017,Percentage (%),,,,,"Merton, Kingston upon Thames and Sutton",,,,,E12000007,94.1
2017,Percentage (%),,,,,Redbridge and Waltham Forest,,,,,E12000007,93.5
2017,Percentage (%),,,,,Tower Hamlets,,,,,E09000030,88.8
2017,Percentage (%),,,,,Wandsworth,,,,,E09000032,96.6
2017,Percentage (%),,,,,Westminster,,,,,E09000033,91.5
2017,Percentage (%),,,London,,,,,,,E12000007,92.7
2017,Percentage (%),,,,,Darlington,,,,,E06000005,90.0
2017,Percentage (%),,,,,County Durham,,,,,E06000047,83.1
2017,Percentage (%),,,,,Hartlepool and Stockton-on-Tees,,,,,E12000001,87.0
2017,Percentage (%),,,,,Northumberland,,,,,E06000057,87.2
2017,Percentage (%),,,,,Middlesbrough,,,,,E06000002,90.3
2017,Percentage (%),,,,,Sunderland,,,,,E08000024,82.5
2017,Percentage (%),,,,,Tyneside,,,,,E12000001,83.2
2017,Percentage (%),,,North East,,,,,,,E12000001,85.0
2017,Percentage (%),,,,,Blackburn with Darwen,,,,,E06000008,87.2
2017,Percentage (%),,,,,Blackpool,,,,,E06000009,89.1
2017,Percentage (%),,,,,Cheshire East,,,,,E06000049,85.9
2017,Percentage (%),,,,,Cheshire West and Chester,,,,,E06000050,87.9
2017,Percentage (%),,,,,Chorley and West Lancashire,,,,,E12000002,84.8
2017,Percentage (%),,,,,Carlisle,,,,,E07000028,85.7
2017,Percentage (%),,,,,East Lancashire,,,,,E12000002,92.5
2017,Percentage (%),,,,,East Merseyside,,,,,E12000002,84.3
2017,Percentage (%),,,,,Greater Manchester North East,,,,,E12000002,88.7
2017,Percentage (%),,,,,Greater Manchester North West,,,,,E12000002,89.7
2017,Percentage (%),,,,,Greater Manchester South East,,,,,E12000002,89.0
2017,Percentage (%),,,,,Greater Manchester South West,,,,,E12000002,88.4
2017,Percentage (%),,,,,Lancaster and Wyre,,,,,E12000002,86.8
2017,Percentage (%),,,,,Liverpool,,,,,E08000012,87.1
2017,Percentage (%),,,,,Manchester,,,,,E08000003,91.3
2017,Percentage (%),,,,,Mid Lancashire,,,,,E12000002,89.7
2017,Percentage (%),,,,,Sefton,,,,,E08000014,85.9
2017,Percentage (%),,,,,Warrington,,,,,E06000007,91.6
2017,Percentage (%),,,,,Allerdale,,,,,E07000026,87.4
2017,Percentage (%),,,,,Wirral,,,,,E08000015,85.1
2017,Percentage (%),,,North West,,,,,,,E12000002,88.1
2017,Percentage (%),,,Northern Ireland,,,,,,,N92000002,84.0
2017,Percentage (%),,,,,Aberdeen City and Aberdeenshire,,,,,S92000003,91.4
2017,Percentage (%),,,,,Angus and Dundee City,,,,,S92000003,82.9
2017,Percentage (%),,,,,Clackmannanshire and Fife,,,,,S92000003,90.6
2017,Percentage (%),,,,,Dumfries  Galloway,,,,,S92000003,84.7
2017,Percentage (%),,,,,East Ayrshire and North Ayrshire mainland,,,,,S92000003,84.3
2017,Percentage (%),,,,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,S92000003,90.0
2017,Percentage (%),,,,,East Lothian and Midlothian,,,,,S92000003,86.9
2017,Percentage (%),,,,,"Edinburgh, City of",,,,,S92000003,92.4
2017,Percentage (%),,,,,Falkirk,,,,,S12000014,83.7
2017,Percentage (%),,,,,Glasgow City,,,,,S12000046,85.1
2017,Percentage (%),,,,,Highlands and Islands,,,,,S92000003,87.5
2017,Percentage (%),,,,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,S92000003,84.9
2017,Percentage (%),,,,,North Lanarkshire,,,,,S12000044,83.3
2017,Percentage (%),,,,,Perth  Kinross and Stirling,,,,,S92000003,81.7
2017,Percentage (%),,,,,Scottish Borders,,,,,S12000026,85.1
2017,Percentage (%),,,,,South Ayrshire,,,,,S12000028,89.4
2017,Percentage (%),,,,,South Lanarkshire,,,,,S12000029,90.3
2017,Percentage (%),,,,,West Lothian,,,,,S12000040,94.5
2017,Percentage (%),,,Scotland,,,,,,,S92000003,87.5
2017,Percentage (%),,,,,Berkshire,,,,,E12000008,92.3
2017,Percentage (%),,,,,Brighton and Hove,,,,,E06000043,92.6
2017,Percentage (%),,,,Buckinghamshire,,,,,,E10000002,94.4
2017,Percentage (%),,,,,Central Hampshire,,,,,E12000008,91.9
2017,Percentage (%),,,,,East Kent,,,,,E12000008,87.8
2017,Percentage (%),,,,,East Surrey,,,,,E12000008,93.1
2017,Percentage (%),,,,,East Sussex CC,,,,,E12000008,87.4
2017,Percentage (%),,,,,Isle of Wight,,,,,E06000046,77.8
2017,Percentage (%),,,,,Kent Thames Gateway,,,,,E12000008,92.8
2017,Percentage (%),,,,,Medway,,,,,E06000035,92.5
2017,Percentage (%),,,,,Mid Kent,,,,,E12000008,92.3
2017,Percentage (%),,,,,Milton Keynes,,,,,E06000042,88.6
2017,Percentage (%),,,,,North Hampshire,,,,,E12000008,95.4
2017,Percentage (%),,,,,Oxfordshire,,,,,E12000008,91.8
2017,Percentage (%),,,,,Portsmouth,,,,,E06000044,84.9
2017,Percentage (%),,,,,South Hampshire,,,,,E12000008,90.6
2017,Percentage (%),,,,,Southampton,,,,,E06000045,91.9
2017,Percentage (%),,,,,West Kent,,,,,E12000008,92.3
2017,Percentage (%),,,,,West Surrey,,,,,E12000008,95.4
2017,Percentage (%),,,,,West Sussex (North East),,,,,E12000008,94.0
2017,Percentage (%),,,,,West Sussex (South West),,,,,E12000008,90.1
2017,Percentage (%),,,South East,,,,,,,E12000008,91.6
2017,Percentage (%),,,,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,87.2
2017,Percentage (%),,,,,Bournemouth and Poole,,,,,E12000009,93.5
2017,Percentage (%),,,,,Bristol,,,,,E06000023,89.0
2017,Percentage (%),,,,,Cornwall and Isles of Scilly,,,,,E12000009,82.1
2017,Percentage (%),,,,,Devon CC,,,,,E12000009,89.4
2017,Percentage (%),,,,,Dorset CC,,,,,E12000009,92.4
2017,Percentage (%),,,,,Gloucestershire,,,,,E12000009,89.8
2017,Percentage (%),,,,,Plymouth,,,,,E06000026,92.0
2017,Percentage (%),,,,,Somerset,,,,,E12000009,90.2
2017,Percentage (%),,,,,Swindon,,,,,E06000030,95.8
2017,Percentage (%),,,,,Torbay,,,,,E06000027,80.1
2017,Percentage (%),,,,,Wiltshire,,,,,E06000054,90.8
2017,Percentage (%),,,South West,,,,,,,E12000009,89.2
2017,Percentage (%),,,,,Bridgend and Neath Port Talbot,,,,,W92000004,88.7
2017,Percentage (%),,,,,Cardiff and Vale of Glamorgan,,,,,W92000004,89.5
2017,Percentage (%),,,,,Central Valleys,,,,,W92000004,81.5
2017,Percentage (%),,,,,Conwy and Denbighshire,,,,,W92000004,76.9
2017,Percentage (%),,,,,Flintshire and Wrexham,,,,,W92000004,89.4
2017,Percentage (%),,,,,Gwent,,,,,W92000004,86.6
2017,Percentage (%),,,,,Gwynedd,,,,,W06000002,78.9
2017,Percentage (%),,,,,Isle of Anglesey,,,,,W06000001,97.8
2017,Percentage (%),,,,,Monmouthshire and Newport,,,,,W92000004,86.6
2017,Percentage (%),,,,,Powys,,,,,W06000023,83.6
2017,Percentage (%),,,,,Pembrokeshire,,,,,W06000009,86.7
2017,Percentage (%),,,,,Swansea,,,,,W06000011,95.5
2017,Percentage (%),,,Wales,,,,,,,W92000004,86.9
2017,Percentage (%),,,,,Birmingham,,,,,E08000025,88.5
2017,Percentage (%),,,,,Coventry,,,,,E08000026,91.8
2017,Percentage (%),,,,,Dudley,,,,,E08000027,79.8
2017,Percentage (%),,,,,Herefordshire,,,,,E06000019,79.4
2017,Percentage (%),,,,,Sandwell,,,,,E08000028,77.0
2017,Percentage (%),,,,,Shropshire CC,,,,,E12000005,87.6
2017,Percentage (%),,,,,Solihull,,,,,E08000029,84.0
2017,Percentage (%),,,,,Staffordshire CC,,,,,E12000005,88.5
2017,Percentage (%),,,,,Stoke-on-Trent,,,,,E06000021,80.0
2017,Percentage (%),,,,,Telford and Wrekin,,,,,E06000020,91.8
2017,Percentage (%),,,,,Walsall,,,,,E08000030,87.3
2017,Percentage (%),,,,,Warwickshire,,,,,E12000005,89.6
2017,Percentage (%),,,,,Wolverhampton,,,,,E08000031,78.4
2017,Percentage (%),,,,Worcestershire,,,,,,E10000034,88.3
2017,Percentage (%),,,West Midlands,,,,,,,E12000005,86.4
2017,Percentage (%),,,,,"Barnsley, Doncaster and Rotherham",,,,,,88.0
2017,Percentage (%),,,,,Bradford,,,,,E08000032,87.3
2017,Percentage (%),,,,,Calderdale and Kirklees,,,,,,85.9
2017,Percentage (%),,,,,East Riding of Yorkshire,,,,,E06000011,87.7
2017,Percentage (%),,,,,Kingston upon Hull,,,,,E06000010,89.1
2017,Percentage (%),,,,,Leeds,,,,,E08000035,87.1
2017,Percentage (%),,,,,North and North East Lincolnshire,,,,,,83.9
2017,Percentage (%),,,,North Yorkshire,,,,,,E10000023,85.8
2017,Percentage (%),,,,,Sheffield,,,,,E08000019,86.6
2017,Percentage (%),,,,,Wakefield,,,,,E08000036,87.6
2017,Percentage (%),,,,,York,,,,,E06000014,85.9
2017,Percentage (%),,,Yorkshire and the Humber,,,,,,,,86.8
2017,Percentage (%),,,,,,Equality Act disabled,,,,,73.4
2017,Percentage (%),,,,,,Not Equality Act disabled,,,,,93.6
2017,Percentage (%),,,,,,,Asian/Asian British,Bangladeshi,,,87.0
2017,Percentage (%),,,,,,,Black/African/Caribbean/Black British,,,,92.1
2017,Percentage (%),,,,,,,Asian/Asian British,Chinese,,,98.3
2017,Percentage (%),,,,,,,Asian/Asian British,Indian,,,90.6
2017,Percentage (%),,,,,,,Mixed/multiple ethnic groups,,,,96.2
2017,Percentage (%),,,,,,,Asian/Asian British,Any other Asian background,,,93.1
2017,Percentage (%),,,,,,,Other ethnic group,,,,94.1
2017,Percentage (%),,,,,,,Asian/Asian British,Pakistani,,,90.3
2017,Percentage (%),,,,,,,White,,,,88.4
2017,Percentage (%),,,,,,,,,Employed,,98.1
2017,Percentage (%),,,,,,,,,Government employment & training programmes,,97.0
2017,Percentage (%),,,,,,,,,Inactive,,85.8
2017,Percentage (%),,,,,,,,,Retired,,61.4
2017,Percentage (%),,,,,,,,,Self-employed,,96.4
2017,Percentage (%),,,,,,,,,Student,,99.5
2017,Percentage (%),,,,,,,,,Unemployed,,96.9
2017,Percentage (%),,,,,,,,,Unpaid family worker,,90.6
2017,Percentage (%),,,,,,,,,,,88.9
2018,Percentage (%),Female,16 to 24,,,,,,,,,99.6
2018,Percentage (%),Female,25 to 34,,,,,,,,,99.3
2018,Percentage (%),Female,35 to 44,,,,,,,,,98.6
2018,Percentage (%),Female,45 to 54,,,,,,,,,97.2
2018,Percentage (%),Female,55 to 64,,,,,,,,,92.0
2018,Percentage (%),Female,65 to 74,,,,,,,,,78.9
2018,Percentage (%),Female,75 and over,,,,,,,,,37.6
2018,Percentage (%),Female,,,,,,,,,,88.6
2018,Percentage (%),Male,16 to 24,,,,,,,,,99.0
2018,Percentage (%),Male,25 to 34,,,,,,,,,99.2
2018,Percentage (%),Male,35 to 44,,,,,,,,,98.6
2018,Percentage (%),Male,45 to 54,,,,,,,,,96.4
2018,Percentage (%),Male,55 to 64,,,,,,,,,91.5
2018,Percentage (%),Male,65 to 74,,,,,,,,,81.6
2018,Percentage (%),Male,75 and over,,,,,,,,,51.3
2018,Percentage (%),Male,,,,,,,,,,91.1
2018,Percentage (%),,16 to 24,,,,Equality Act disabled,,,,,98.0
2018,Percentage (%),,16 to 24,,,,Not Equality Act disabled,,,,,99.4
2018,Percentage (%),,16 to 24,,,,,,,,,99.3
2018,Percentage (%),,25 to 34,,,,Equality Act disabled,,,,,98.0
2018,Percentage (%),,25 to 34,,,,Not Equality Act disabled,,,,,99.4
2018,Percentage (%),,25 to 34,,,,,,,,,99.2
2018,Percentage (%),,35 to 44,,,,Equality Act disabled,,,,,95.9
2018,Percentage (%),,35 to 44,,,,Not Equality Act disabled,,,,,99.1
2018,Percentage (%),,35 to 44,,,,,,,,,98.6
2018,Percentage (%),,45 to 54,,,,Equality Act disabled,,,,,91.6
2018,Percentage (%),,45 to 54,,,,Not Equality Act disabled,,,,,98.2
2018,Percentage (%),,45 to 54,,,,,,,,,96.8
2018,Percentage (%),,55 to 64,,,,Equality Act disabled,,,,,83.9
2018,Percentage (%),,55 to 64,,,,Not Equality Act disabled,,,,,94.8
2018,Percentage (%),,55 to 64,,,,,,,,,91.8
2018,Percentage (%),,65 to 74,,,,Equality Act disabled,,,,,73.5
2018,Percentage (%),,65 to 74,,,,Not Equality Act disabled,,,,,83.9
2018,Percentage (%),,65 to 74,,,,,,,,,80.2
2018,Percentage (%),,75 and over,,,,Equality Act disabled,,,,,38.8
2018,Percentage (%),,75 and over,,,,Not Equality Act disabled,,,,,48.9
2018,Percentage (%),,75 and over,,,,,,,,,43.6
2018,Percentage (%),,,,,Derby,,,,,E06000015,87.9
2018,Percentage (%),,,,,East Derbyshire,,,,,E12000004,85.0
2018,Percentage (%),,,,,Leicester,,,,,E06000016,86.7
2018,Percentage (%),,,,,Leicestershire CC and Rutland,,,,,E12000004,91.2
2018,Percentage (%),,,,,Lincolnshire,,,,,E12000004,85.7
2018,Percentage (%),,,,,North Northamptonshire,,,,,E12000004,94.4
2018,Percentage (%),,,,Nottinghamshire,North Nottinghamshire,,,,,E10000024,84.6
2018,Percentage (%),,,,,Nottingham,,,,,E06000018,84.4
2018,Percentage (%),,,,,South and West Derbyshire,,,,,E12000004,89.5
2018,Percentage (%),,,,Nottinghamshire,South Nottinghamshire,,,,,E10000024,89.5
2018,Percentage (%),,,,,West Northamptonshire,,,,,E12000004,93.6
2018,Percentage (%),,,East Midlands,,,,,,,E12000004,88.4
2018,Percentage (%),,,,,Bedford,,,,,E06000055,92.3
2018,Percentage (%),,,,,Breckland and South Norfolk,,,,,E12000006,88.0
2018,Percentage (%),,,,,Cambridgeshire CC,,,,,E12000006,91.5
2018,Percentage (%),,,,,Central Bedfordshire,,,,,E06000056,93.1
2018,Percentage (%),,,,,Colchester,,,,,E07000071,91.1
2018,Percentage (%),,,,,Essex Thames Gateway,,,,,E12000006,83.1
2018,Percentage (%),,,,,Heart of Essex,,,,,E12000006,93.2
2018,Percentage (%),,,,,Hertfordshire,,,,,E12000006,91.2
2018,Percentage (%),,,,,Luton,,,,,E06000032,92.4
2018,Percentage (%),,,,,North and West Norfolk,,,,,E12000006,90.7
2018,Percentage (%),,,,,Norwich and East Norfolk,,,,,E12000006,91.0
2018,Percentage (%),,,,,Peterborough,,,,,E06000031,94.4
2018,Percentage (%),,,,,Southend-on-Sea,,,,,E06000033,95.0
2018,Percentage (%),,,,,Suffolk,,,,,E12000006,90.6
2018,Percentage (%),,,,,Thurrock,,,,,E06000034,86.7
2018,Percentage (%),,,,,West Essex,,,,,E12000006,86.3
2018,Percentage (%),,,East of England,,,,,,,E12000006,90.6
2018,Percentage (%),,,,,Barking  Dagenham and Havering,,,,,E12000007,93.3
2018,Percentage (%),,,,,Barnet,,,,,E09000003,89.1
2018,Percentage (%),,,,,Bexley and Greenwich,,,,,E12000007,91.7
2018,Percentage (%),,,,,Brent,,,,,E09000005,93.4
2018,Percentage (%),,,,,Bromley,,,,,E09000006,91.7
2018,Percentage (%),,,,,Camden and City of London,,,,,E12000007,97.0
2018,Percentage (%),,,,,Croydon,,,,,E09000008,92.9
2018,Percentage (%),,,,,Ealing,,,,,E09000009,93.7
2018,Percentage (%),,,,,Enfield,,,,,E09000010,89.8
2018,Percentage (%),,,,,Hackney and Newham,,,,,E12000007,89.3
2018,Percentage (%),,,,,Haringey and Islington,,,,,E12000007,90.8
2018,Percentage (%),,,,,Harrow and Hillingdon,,,,,E12000007,88.4
2018,Percentage (%),,,,,Hounslow and Richmond upon Thames,,,,,E12000007,95.6
2018,Percentage (%),,,,,Kensington  Chelsea and Hammersmith  Fulham,,,,,E12000007,95.8
2018,Percentage (%),,,,,Lambeth,,,,,E09000022,92.7
2018,Percentage (%),,,,,Lewisham and Southwark,,,,,E12000007,92.5
2018,Percentage (%),,,,,"Merton, Kingston upon Thames and Sutton",,,,,E12000007,96.4
2018,Percentage (%),,,,,Redbridge and Waltham Forest,,,,,E12000007,91.4
2018,Percentage (%),,,,,Tower Hamlets,,,,,E09000030,95.4
2018,Percentage (%),,,,,Wandsworth,,,,,E09000032,94.2
2018,Percentage (%),,,,,Westminster,,,,,E09000033,93.9
2018,Percentage (%),,,London,,,,,,,E12000007,92.6
2018,Percentage (%),,,,,Darlington,,,,,E06000005,91.8
2018,Percentage (%),,,,,County Durham,,,,,E06000047,83.2
2018,Percentage (%),,,,,Hartlepool and Stockton-on-Tees,,,,,E12000001,89.7
2018,Percentage (%),,,,,Northumberland,,,,,E06000057,91.5
2018,Percentage (%),,,,,Middlesbrough,,,,,E06000002,85.7
2018,Percentage (%),,,,,Sunderland,,,,,E08000024,90.9
2018,Percentage (%),,,,,Tyneside,,,,,E12000001,87.3
2018,Percentage (%),,,North East,,,,,,,E12000001,87.6
2018,Percentage (%),,,,,Blackburn with Darwen,,,,,E06000008,89.1
2018,Percentage (%),,,,,Blackpool,,,,,E06000009,89.3
2018,Percentage (%),,,,,Cheshire East,,,,,E06000049,92.6
2018,Percentage (%),,,,,Cheshire West and Chester,,,,,E06000050,90.3
2018,Percentage (%),,,,,Chorley and West Lancashire,,,,,E12000002,87.7
2018,Percentage (%),,,,,Carlisle,,,,,E07000028,87.0
2018,Percentage (%),,,,,East Lancashire,,,,,E12000002,84.7
2018,Percentage (%),,,,,East Merseyside,,,,,E12000002,85.3
2018,Percentage (%),,,,,Greater Manchester North East,,,,,E12000002,90.9
2018,Percentage (%),,,,,Greater Manchester North West,,,,,E12000002,85.3
2018,Percentage (%),,,,,Greater Manchester South East,,,,,E12000002,86.8
2018,Percentage (%),,,,,Greater Manchester South West,,,,,E12000002,92.9
2018,Percentage (%),,,,,Lancaster and Wyre,,,,,E12000002,91.6
2018,Percentage (%),,,,,Liverpool,,,,,E08000012,91.1
2018,Percentage (%),,,,,Manchester,,,,,E08000003,92.2
2018,Percentage (%),,,,,Mid Lancashire,,,,,E12000002,91.1
2018,Percentage (%),,,,,Sefton,,,,,E08000014,87.3
2018,Percentage (%),,,,,Warrington,,,,,E06000007,88.2
2018,Percentage (%),,,,,Allerdale,,,,,E07000026,84.7
2018,Percentage (%),,,,,Wirral,,,,,E08000015,89.6
2018,Percentage (%),,,North West,,,,,,,E12000002,89.0
2018,Percentage (%),,,,,Antrim and Newtownabbey,,,,,N09000001,88.5
2018,Percentage (%),,,,,Ards and North Down,,,,,N09000011,91.4
2018,Percentage (%),,,,,"Armagh City, Banbridge and Craigavon",,,,,N09000002,92.6
2018,Percentage (%),,,,,Belfast,,,,,N09000003,89.3
2018,Percentage (%),,,,,Causeway Coast and Glens,,,,,N09000004,80.2
2018,Percentage (%),,,,,Derry City and Strabane,,,,,N09000005,82.3
2018,Percentage (%),,,,,Fermanagh and Omagh,,,,,N09000006,82.1
2018,Percentage (%),,,,,Lisburn and Castlereagh,,,,,N09000007,92.9
2018,Percentage (%),,,,,Mid and East Antrim,,,,,N09000008,73.5
2018,Percentage (%),,,,,Mid Ulster,,,,,N09000009,86.1
2018,Percentage (%),,,,,"Newry, Mourne and Down",,,,,N09000010,74.8
2018,Percentage (%),,,Northern Ireland,,,,,,,N92000002,85.6
2018,Percentage (%),,,,,Aberdeen City and Aberdeenshire,,,,,S92000003,90.2
2018,Percentage (%),,,,,Angus and Dundee City,,,,,S92000003,92.2
2018,Percentage (%),,,,,Clackmannanshire and Fife,,,,,S92000003,89.6
2018,Percentage (%),,,,,Dumfries  Galloway,,,,,S92000003,86.3
